face the music,Accept the consequences,It’s time to face the music,5
face value,Literal worth or apparent meaning,Take it at face value,5
fact is,Statement of truth,Fact is, we’re out of time,5
factor in,Include in consideration,You must factor in inflation,5
factor space,Mathematical set of possible factors,We analyzed the model’s factor space,2
facts on the ground,Real situation regardless of theory,We have to deal with the facts on the ground,4
fade out,Gradually disappear,The music faded out,5
fail at life,Be unsuccessful generally (slang),He’s failing at life,3
fail upwards,Advance despite failure,Some executives keep failing upwards,4
fair enough,Expression of acceptance,Fair enough, you win this time,5
fair game,Open to attack or criticism,Public figures are fair game for satire,5
fair-haired boy,Favored person,He’s the boss’s fair-haired boy,4
fair sex,Women collectively (dated),He always flatters the fair sex,3
fair shake,Equal treatment,Everyone deserves a fair shake,4
fair share,Just portion,She’s done more than her fair share,5
fair to middling,Average or okay,The weather’s fair to middling today,4
fair-weather fan,Supporter only in success,He’s just a fair-weather fan,4
fair-weather friend,Friend only in good times,A fair-weather friend won’t stay long,5
fairy money,Fake or worthless money,The kids were playing with fairy money,2
fall apart,Break down emotionally or structurally,She fell apart after the news,5
fall around,Laugh uncontrollably,We were falling around laughing,4
fall asleep,Go to sleep,He fell asleep instantly,5
fall at the last hurdle,Fail near the end,She fell at the last hurdle of the exam,4
fall behind,Fail to keep up,He’s falling behind in his studies,5
fall between the cracks,Be overlooked,Some students fall between the cracks,5
fall between two stools,Fail by choosing neither option,He fell between two stools with that plan,4
fall by the wayside,Abandon or fail,Many startups fall by the wayside,5
fall for,Be deceived or attracted,He fell for the scam,5
fall foul,Come into conflict,He fell foul of the law,4
fall from grace,Lose status or favor,The minister fell from grace after the scandal,5
falling out,Disagreement,They had a falling out over money,5
fall in line,Conform,You’ll have to fall in line eventually,5
fall into,Enter by chance,She fell into acting by accident,5
fall into a trap,Be deceived,Don’t fall into their trap,5
fall into place,Work out smoothly,Everything fell into place,5
fall into someone's lap,Receive unexpectedly,The opportunity fell into her lap,5
fall into the wrong hands,Be misused,That data mustn’t fall into the wrong hands,5
fall off a truck,Be stolen goods,Those phones must’ve fallen off a truck,4
fall off one's chair,Be shocked or amused,He nearly fell off his chair laughing,5
fall off one's perch,Die (slang),He finally fell off his perch,3
fall off the back of a lorry,Be stolen goods (UK),They’re selling TVs that fell off the back of a lorry,4
fall off the back of a truck,Same as above (US),That gear fell off the back of a truck,4
fall off the turnip truck,Be naive or unsophisticated,He didn’t just fall off the turnip truck,4
fall off the wagon,Resume bad habits,He fell off the wagon after six months sober,5
fall on a grenade,Sacrifice oneself for others,He fell on a grenade to save his team,4
fall on one's face,Fail completely,The plan fell on its face,5
fall on one's sword,Take blame or resign,He fell on his sword for the team,4
fall on someone's neck,Hug passionately,She fell on his neck crying,3
fall out,Argue or drop out,They fell out after the meeting,5
fall out of the ugly tree and hit every branch,Extremely ugly (slang),He must’ve fallen out of the ugly tree and hit every branch,3
fall over,Trip or collapse,She fell over the chair,5
fall seven times, stand up eight,Proverb for perseverance,He always remembers: fall seven times, stand up eight,4
fall short,Fail to meet expectations,They fell short of their goals,5
fall through,Fail to happen,The deal fell through,5
fall through the cracks,Be overlooked or forgotten,Some cases fall through the cracks,5
fall victim,Be harmed or deceived,He fell victim to fraud,5
false alarm,Something thought to be serious but isn’t,It was just a false alarm,5
false light,Misleading portrayal,The article put her in a false light,4
false note,Something not fitting or genuine,His speech struck a false note,4
family jewels,Slang for male genitals,He got hit in the family jewels,4
fancy one's chances,Be confident of success,She fancies her chances at winning,4
fan dance,Suggestive performance,The burlesque featured a fan dance,3
fangful,Fierce or aggressive,That was a fangful reply,2
fan the flames,Intensify a situation,His comments fanned the flames of anger,5
far and away,By a great margin,She’s far and away the best,5
far be it,Expression of modest protest,Far be it from me to criticize,4
far cry,Very different from something,This is a far cry from luxury,5
fare thee well,Goodbye (archaic),He bade her fare thee well,3
farmer's tan,Tan limited to exposed skin,He’s got a bad farmer’s tan,4
farm nigger,Offensive racial slur (avoid use),—,1
farm out,Contract or delegate work,They farmed out the project overseas,4
far post,Goalpost farthest from kicker (sports),He shot toward the far post,3
fart fan,Person who follows others blindly (slang),He’s just a fart fan for the boss,2
fart in an elevator,Do something socially awkward,That remark was like farting in an elevator,3
fart in a windstorm,Ineffective action,Protesting here is like farting in a windstorm,3
fashionably late,Arriving slightly late for style,She always arrives fashionably late,5
fash one's thumb,Worry unnecessarily (Scots),Dinna fash your thumb about it,2
fast and furious,Intense and rapid,The debate was fast and furious,5
fast asleep,Deeply sleeping,He was fast asleep in seconds,5
fat chance,Little or no chance,Fat chance of that happening,5
fat finger,Typing or input error,He made a fat-finger trade and lost money,5
fat lip,Swollen lip from injury,He got a fat lip in the fight,4
fat of the land,Luxury or abundance,They live off the fat of the land,5
Faustian bargain,Deal sacrificing morals for gain,He made a Faustian bargain for success,5
Faustian deal,Same as above,A classic Faustian deal with the devil,4
Faustian dilemma,Moral conflict involving corruption,He faced a Faustian dilemma at work,3
faux queen,Drag performer dressed as woman but assigned female,She’s a faux queen in the scene,3
feast or famine,Extreme highs and lows,Freelancing is feast or famine,5
feathered friend,Bird (often parrot or pet bird),He talks to his feathered friends daily,4
feathered oof-bird,Wealthy investor (archaic slang),The feathered oof-bird arrived by carriage,1
feather in one's cap,Achievement or honor,That award is another feather in her cap,5
featherless biped,Human being (humorous philosophical term),We’re all featherless bipeds,3
feather one's nest,Enrich oneself dishonestly,He used his position to feather his nest,4
federal case,Exaggerated fuss,Don’t make a federal case out of it,5
fed up,Tired or annoyed,She’s fed up with the noise,5
feeding frenzy,Wild competition or media obsession,The press went into a feeding frenzy,5
feed off,Draw energy or benefit from,They feed off each other’s enthusiasm,5
feed the dragon,Fuel a harmful habit,He keeps feeding the dragon of addiction,3
feed the fire,Make things worse,His words only fed the fire,5
feed the meter,Add money to extend time,Don’t forget to feed the meter,5
feed two birds with one scone,Do two good things at once,We can feed two birds with one scone,4
feel around,Search by touch,He felt around for the light switch,5
feel for,Sympathize with,We all feel for you,5
feel free,Go ahead without hesitation,Feel free to ask questions,5
feel one's way,Proceed cautiously,He felt his way through the dark corridor,4
feel out,Test or explore opinions,She’s feeling out the voters,4
feel someone's collar,Arrest or reprimand (UK slang),The cop felt his collar,3
feel the pinch,Experience financial strain,Everyone’s feeling the pinch,5
feel up,Touch someone sexually,He was arrested for feeling her up,4
fee simple absolute in possession,Legal term for full property ownership,He holds the estate in fee simple absolute in possession,2
feet first,Entering unwillingly or dead,He’ll leave this job feet first,4
feet of clay,Hidden weakness,Even heroes have feet of clay,5
fence in,Enclose or restrict,They fenced in the garden,4
fencepost problem,Off-by-one counting error (computing),He miscounted due to a fencepost problem,3
fence-sit,Avoid taking sides,He always fence-sits on tough issues,4
fence the tables,Rig a gambling game,They fenced the tables to cheat customers,2
